ab_id,pitcher_id,p_throws,pitch_type,pfx_x,vy0,px,pz,type_confidence
2015152149,453562,R,SL,3.0,-135.272,0.088,3.285,0.901
2015152150,453562,R,SI,-9.46,-139.16,0.628,2.338,0.897
2015152150,453562,R,SI,-8.39,-139.384,0.339,3.004,0.918
2015152150,453562,R,FF,-6.08,-139.773,0.829,3.489,0.92
2015152150,453562,R,SL,3.18,-133.027,-0.515,3.445,0.902
2015152150,453562,R,SL,1.25,-135.454,0.402,3.083,0.901
2015152151,453562,R,SI,-9.37,-138.9,0.211,3.807,0.902
2015152151,453562,R,SI,-8.35,-139.951,0.901,3.141,0.906
2015152151,453562,R,SI,-8.42,-140.991,0.122,3.387,0.894
2015152151,453562,R,SL,1.87,-134.765,0.929,2.904,0.902
2015152151,453562,R,CU,4.3,-119.462,-0.236,2.413,0.899
2015152151,453562,R,SI,-7.14,-139.444,1.088,4.079,0.903
2015152151,453562,R,SI,-8.56,-139.299,0.453,2.085,0.893
2015152152,453562,R,SI,-7.57,-137.632,0.933,3.044,0.896
2015152152,453562,R,SI,-9.6,-140.487,-0.474,2.427,0.888
2015152152,453562,R,SI,-8.17,-139.168,-0.081,2.969,0.9
2015152153,453562,R,SI,-8.37,-141.598,-0.861,2.836,0.898
2015152153,453562,R,CU,6.56,-119.466,-1.398,3.804,0.887
2015152153,453562,R,CU,6.28,-119.854,0.19,1.995,0.889
2015152153,453562,R,FF,-1.9,-137.303,-1.091,4.938,0.915
2015152153,453562,R,SL,4.25,-129.721,0.102,3.82,0.9
2015152153,453562,R,SL,2.56,-136.393,1.026,2.227,0.901
2015152158,453562,R,SI,-9.69,-138.264,0.323,3.317,0.899
2015152158,453562,R,CU,4.91,-119.237,-0.108,2.661,0.901
2015152158,453562,R,FF,-3.54,-140.174,-0.798,4.891,0.913
2015152158,453562,R,SI,-8.74,-139.625,-0.523,3.259,0.92
2015152158,453562,R,CU,6.06,-117.391,-2.268,4.235,0.901
2015152158,453562,R,SL,3.25,-134.401,0.473,3.137,0.901
2015152159,453562,R,SI,-7.61,-139.512,-0.024,3.225,0.919
2015152159,453562,R,SL,1.3,-135.081,2.32,1.995,0.899
2015152159,453562,R,SI,-7.77,-139.558,1.083,2.83,0.912
2015152160,453562,R,SI,-9.95,-138.834,0.671,2.236,0.907
2015152160,453562,R,SI,-11.03,-139.12,0.724,1.645,0.898
2015152160,453562,R,SI,-10.55,-139.801,1.318,2.714,0.899
2015152160,453562,R,CU,3.96,-120.799,-0.086,1.989,0.896
2015152166,453562,R,SI,-8.98,-137.382,-1.447,3.168,0.907
2015152166,453562,R,SI,-7.91,-136.905,-0.568,3.722,0.925
2015152166,453562,R,SI,-8.62,-138.642,-0.884,2.107,0.898
2015152166,453562,R,SI,-9.49,-138.935,-0.195,2.478,0.902
2015152166,453562,R,SI,-9.37,-139.197,-0.74,3.607,0.911
2015152166,453562,R,SL,1.28,-134.651,0.167,3.148,0.902
2015152166,453562,R,SI,-9.29,-140.35,-0.886,2.784,0.891
2015152167,453562,R,SI,-10.29,-139.713,1.101,2.024,0.896
2015152167,453562,R,SI,-8.15,-141.28,0.121,2.192,0.908
2015152167,453562,R,SL,2.19,-136.105,0.545,2.216,0.901
2015152167,453562,R,CU,7.14,-119.317,-0.064,2.358,0.897
2015152168,453562,R,SI,-8.48,-138.221,0.898,1.994,0.897
2015152168,453562,R,CU,7.14,-118.341,-0.724,3.879,0.888
2015152168,453562,R,SL,1.0,-133.612,0.379,2.685,0.902
2015152172,453562,R,SI,-9.33,-138.423,0.786,3.22,0.904
2015152172,453562,R,FF,-7.42,-139.559,0.104,2.59,0.912
2015152172,453562,R,SI,-8.1,-138.697,0.733,2.777,0.917
2015152172,453562,R,CH,-9.88,-132.254,-0.069,2.221,0.922
2015152173,453562,R,SL,2.8,-135.067,1.648,3.168,0.902
2015152173,453562,R,CH,-7.77,-131.292,-0.486,2.587,0.934
2015152174,453562,R,CU,5.69,-121.05,0.404,1.258,0.857
2015152174,453562,R,FF,-7.03,-140.251,-0.34,2.769,0.919
2015152174,453562,R,SL,1.16,-134.403,-0.548,2.61,0.902
2015152174,453562,R,CU,5.95,-120.314,-1.007,3.165,0.893
2015152174,453562,R,FF,-7.11,-140.946,-0.586,2.373,0.874
2015152174,453562,R,CH,-9.86,-129.881,-1.259,2.308,0.931
2015152181,453562,R,SI,-7.81,-137.55,0.057,2.618,0.917
2015152181,453562,R,CU,2.35,-121.476,0.93,-0.281,0.861
2015152181,453562,R,SI,-8.85,-139.169,-0.971,2.539,0.907
2015152181,453562,R,SI,-8.67,-139.644,0.209,3.074,0.897
2015152182,453562,R,SI,-8.98,-137.561,-0.035,3.323,0.909
2015152183,453562,R,SI,-8.7,-138.145,0.344,2.683,0.904
2015152183,453562,R,SI,-8.76,-138.282,0.923,1.926,0.903
2015152183,453562,R,CH,-10.6,-128.712,1.983,0.243,0.941
2015152183,453562,R,SL,0.88,-134.319,0.183,2.686,0.902
2015152188,453562,R,SI,-9.09,-138.516,0.303,2.683,0.901
2015152188,453562,R,FF,-7.27,-138.932,0.245,3.759,0.922
2015152188,453562,R,CU,5.69,-120.777,1.272,1.903,0.864
2015152189,453562,R,SL,1.82,-131.4,0.092,1.666,0.901
2015152189,453562,R,SI,-8.15,-140.231,-1.149,2.742,0.905
2015152189,453562,R,CU,5.32,-119.646,0.257,1.903,0.889
2015152190,453562,R,SI,-8.88,-138.69,2.163,1.214,0.893
2015152190,453562,R,SI,-8.83,-139.411,0.033,2.573,0.902
2015152190,453562,R,SI,-7.84,-138.921,0.323,2.572,0.903
2015152190,453562,R,CH,-9.98,-128.753,1.152,2.267,0.946
2015152190,453562,R,CH,-9.71,-130.486,-0.712,1.605,0.938
2015152194,453562,R,SL,0.68,-134.917,0.065,1.427,0.889
2015152194,453562,R,CH,-10.85,-129.728,0.867,1.679,0.941
2015152194,453562,R,SI,-9.41,-138.93,0.379,2.017,0.897
2015152194,453562,R,CU,4.04,-120.39,2.247,0.387,0.89
2015152194,453562,R,CH,-9.86,-128.508,-0.773,5.125,0.908
2015152194,453562,R,SL,1.7,-133.512,0.231,3.725,0.902
2015152194,453562,R,SI,-9.55,-138.512,-0.64,3.678,0.917
2015152195,453562,R,SI,-9.5,-138.925,-0.671,2.327,0.903
2015152195,453562,R,CH,-9.56,-129.065,-1.572,3.147,0.94
2015152195,453562,R,SI,-9.31,-138.249,0.31,1.887,0.898
2015152196,453562,R,SL,2.18,-132.111,0.56,0.917,0.902
2015152196,453562,R,CH,-8.64,-130.543,-1.896,2.799,0.938
2015152196,453562,R,FF,-1.96,-139.875,-0.275,3.222,0.911
2015152196,453562,R,CU,7.16,-117.969,-1.237,4.013,0.883
2015152196,453562,R,SL,2.65,-135.015,0.229,1.9,0.901
2015152196,453562,R,SL,2.71,-133.0,0.131,2.817,0.902
2015152197,453562,R,SL,0.96,-132.782,1.29,2.519,0.902
2015152197,453562,R,CH,-8.47,-127.614,-1.102,3.495,0.826
2015152197,453562,R,SI,-6.47,-139.229,-0.703,1.414,0.89
2015152202,453562,R,SI,-8.97,-135.998,0.227,3.427,0.893
2015152202,453562,R,SI,-9.72,-138.643,1.639,1.433,0.896
2015152202,453562,R,SL,3.31,-133.367,0.975,2.903,0.901
2015152202,453562,R,SI,-9.35,-138.822,0.623,2.329,0.899
2015152203,453562,R,SI,-9.28,-138.807,0.985,2.047,0.9
2015152203,453562,R,CU,4.13,-117.626,0.284,1.214,0.905
2015152203,453562,R,SL,0.79,-134.988,3.103,0.915,0.886
2015152203,453562,R,SI,-7.83,-138.998,-0.673,3.508,0.91
2015152203,453562,R,SI,-9.04,-137.065,-0.61,4.253,0.894
2015152203,453562,R,SL,2.0,-133.475,0.638,2.117,0.901
2015152204,453562,R,SI,-9.72,-136.772,-1.048,3.12,0.89
2015152204,453562,R,SI,-11.63,-136.557,1.4,2.442,0.65
2015152204,453562,R,SI,-8.04,-137.304,-0.446,3.08,0.908
2015158448,453562,R,SI,-8.1,-137.318,-1.369,3.484,0.879
2015158448,453562,R,SI,-9.43,-138.567,-0.467,0.77,0.915
2015158448,453562,R,FF,-9.01,-138.795,0.055,1.612,0.532
2015158448,453562,R,FF,-7.45,-139.333,-0.658,2.781,0.92
2015158448,453562,R,CU,6.12,-120.129,0.42,-1.206,0.901
2015158448,453562,R,SL,1.44,-134.863,0.077,1.092,0.901
2015158449,453562,R,SI,-8.23,-139.259,-0.638,2.868,0.899
2015158449,453562,R,CU,5.91,-118.57,0.411,0.844,0.901
2015158449,453562,R,CU,3.14,-120.138,1.296,-1.659,0.9
2015158449,453562,R,SI,-10.74,-139.641,0.202,1.886,0.895
2015158449,453562,R,SL,3.1,-130.213,0.753,0.833,0.9
2015158450,453562,R,SI,-10.19,-138.988,-0.311,2.878,0.909
2015158450,453562,R,SL,2.1,-134.063,0.682,1.715,0.901
2015158450,453562,R,FF,-4.36,-139.508,0.266,3.891,0.913
2015158454,453562,R,SI,-10.01,-138.421,-0.222,2.747,0.904
2015158455,453562,R,SI,-12.29,-138.016,-0.205,0.877,0.898
2015158455,453562,R,SI,-12.82,-137.068,0.034,0.616,0.927
2015158455,453562,R,SI,-7.05,-138.441,0.428,3.172,0.918
2015158456,453562,R,SI,-8.0,-138.86,-0.076,3.841,0.902
2015158456,453562,R,SI,-8.23,-138.289,0.389,3.956,0.898
2015158456,453562,R,SL,1.01,-134.068,-0.077,3.134,0.902
2015158457,453562,R,SI,-9.34,-139.808,-0.397,0.796,0.882
2015158457,453562,R,SI,-8.91,-139.427,-1.191,2.906,0.897
2015158457,453562,R,SI,-9.0,-139.274,0.421,1.63,0.898
2015158457,453562,R,SI,-5.99,-136.887,-0.345,3.229,0.876
2015158457,453562,R,CU,6.79,-117.926,-0.912,3.342,0.902
2015158462,453562,R,SI,-8.06,-136.969,-0.405,2.057,0.92
2015158462,453562,R,SI,-8.25,-136.773,-0.319,2.509,0.899
2015158463,453562,R,SI,-8.33,-136.304,-0.76,0.75,0.899
2015158463,453562,R,SL,1.14,-133.59,-0.367,2.628,0.902
2015158463,453562,R,SL,0.82,-132.35,-0.203,2.124,0.902
2015158464,453562,R,SI,-10.42,-138.496,-1.866,1.691,0.914
2015158464,453562,R,SI,-10.64,-139.546,-0.173,0.92,0.888
2015158464,453562,R,SI,-10.87,-139.187,-1.09,2.402,0.906
2015158465,453562,R,SL,1.44,-131.976,0.776,2.158,0.901
2015158465,453562,R,FF,-2.65,-138.646,-0.148,3.877,0.911
2015158465,453562,R,SL,2.07,-132.203,-0.474,1.646,0.901
2015158465,453562,R,CU,5.32,-117.316,0.639,3.077,0.906
2015158465,453562,R,CU,7.23,-115.541,-1.657,3.19,0.907
2015158465,453562,R,SI,-8.34,-138.677,0.031,2.039,0.896
2015158465,453562,R,CH,-13.49,-131.705,-1.356,1.26,0.91
2015158466,453562,R,SI,-9.59,-140.95,-0.088,0.888,0.884
2015158466,453562,R,CU,6.54,-118.007,0.281,2.173,0.9
2015158471,453562,R,SI,-10.77,-135.738,0.092,1.326,0.893
2015158471,453562,R,SI,-9.53,-137.976,-0.393,2.055,0.905
2015158471,453562,R,SI,-8.43,-137.309,0.766,3.325,0.903
2015158471,453562,R,CH,-11.68,-128.552,0.294,1.748,0.913
2015158471,453562,R,SL,2.0,-135.638,0.426,1.14,0.902
2015158472,453562,R,SI,-8.84,-139.057,-1.423,3.261,0.899
2015158472,453562,R,CH,-10.61,-130.488,-1.162,2.195,0.934
2015158473,453562,R,SI,-9.79,-138.992,0.534,1.863,0.9
2015158473,453562,R,CU,7.12,-118.832,0.062,1.756,0.897
2015158474,453562,R,SI,-9.76,-137.831,-0.246,-0.466,0.892
2015158474,453562,R,SI,-10.64,-139.233,-1.366,1.132,0.891
2015158474,453562,R,CU,6.43,-116.924,-0.798,1.519,0.906
2015158474,453562,R,CU,5.67,-119.653,0.135,0.021,0.901
2015158474,453562,R,CH,-11.23,-129.891,-2.462,1.879,0.926
2015158475,453562,R,SI,-10.89,-137.864,-1.509,2.414,0.914
2015158475,453562,R,SI,-9.99,-138.793,0.225,2.158,0.897
2015158475,453562,R,SI,-11.23,-137.531,0.481,2.161,0.909
2015158475,453562,R,CU,4.84,-118.201,0.777,1.596,0.904
2015158482,453562,R,SI,-8.91,-137.019,-1.6,1.969,0.912
2015158482,453562,R,SI,-9.54,-137.011,-0.243,2.232,0.903
2015158482,453562,R,SI,-7.77,-137.395,-0.832,3.664,0.911
2015158482,453562,R,CU,5.02,-118.095,-0.097,2.33,0.904
2015158482,453562,R,SI,-8.96,-138.971,0.065,1.893,0.903
2015158483,453562,R,CH,-10.21,-128.766,-0.559,2.244,0.919
2015158484,453562,R,SI,-10.97,-137.476,-1.519,2.619,0.91
2015158484,453562,R,SI,-8.59,-137.563,0.441,2.681,0.906
2015158484,453562,R,CU,4.84,-118.187,-0.553,1.866,0.904
2015158484,453562,R,CH,-12.03,-129.942,-0.838,1.662,0.931
2015158492,453562,R,SL,0.49,-134.214,0.432,2.19,0.898
2015158493,453562,R,SI,-9.4,-138.559,1.55,1.064,0.907
2015158493,453562,R,SI,-9.79,-138.302,-0.058,2.136,0.898
2015158494,453562,R,FF,-1.43,-136.027,1.581,1.955,0.903
2015158494,453562,R,SI,-9.18,-140.069,-0.761,2.386,0.891
2015158494,453562,R,SL,2.51,-134.717,0.523,1.919,0.901
2015158499,453562,R,CU,3.97,-116.495,1.146,0.684,0.907
2015158499,453562,R,FF,-3.88,-138.303,0.65,4.159,0.914
2015158499,453562,R,SI,-12.08,-137.728,1.43,1.72,0.893
2015158499,453562,R,SI,-8.41,-136.201,-0.251,1.753,0.904
2015158499,453562,R,SI,-11.04,-138.756,0.054,2.577,0.899
2015158500,453562,R,SI,-11.02,-137.56,-0.306,2.142,0.899
2015158501,453562,R,SI,-9.29,-138.214,0.234,2.327,0.897
2015158501,453562,R,CH,-11.77,-130.286,-1.012,1.458,0.938
2015158501,453562,R,SI,-9.6,-139.168,2.065,2.062,0.897
2015158501,453562,R,CH,-11.25,-128.498,2.027,-0.674,0.925
2015158501,453562,R,SL,1.01,-133.134,1.685,1.867,0.902
2015158501,453562,R,SI,-11.48,-137.524,0.794,3.421,0.868
2015158502,453562,R,CU,3.98,-116.608,-1.09,2.17,0.908
2015158502,453562,R,SL,2.69,-133.175,-1.02,3.108,0.901
2015158502,453562,R,CH,-12.56,-131.647,-1.776,2.038,0.929
2015158503,453562,R,SI,-8.32,-139.176,0.998,0.907,0.915
2015158503,453562,R,SL,1.39,-131.92,0.475,2.235,0.902
2015158507,453562,R,SL,-0.16,-132.127,-0.216,2.172,0.902
2015158507,453562,R,CH,-11.56,-127.766,-1.388,1.48,0.935
2015158507,453562,R,FF,-7.13,-138.118,-0.866,3.279,0.922
2015158507,453562,R,CH,-12.67,-130.798,-0.9,1.654,0.923
2015158508,453562,R,SI,-8.5,-139.399,-1.172,3.409,0.899
2015158508,453562,R,CH,-10.87,-127.658,0.236,2.714,0.92
2015158508,453562,R,SL,1.22,-132.628,-0.204,1.577,0.902
2015158508,453562,R,SI,-8.93,-138.524,-1.164,4.844,0.881
2015158508,453562,R,CU,6.11,-113.889,-0.455,5.05,0.91
2015158508,453562,R,SL,1.23,-131.7,1.139,2.442,0.901
2015158509,453562,R,SL,1.29,-130.846,-1.143,3.412,0.901
2015158509,453562,R,SL,-0.49,-132.609,0.329,2.687,0.902
2015158510,453562,R,SI,-7.77,-137.051,-1.045,4.073,0.89
2015158510,453562,R,SI,-8.21,-137.443,-0.318,2.765,0.888
2015158510,453562,R,SL,3.01,-130.232,-1.371,1.998,0.901
2015158510,453562,R,SI,-9.21,-137.826,-0.721,4.302,0.88
2015158510,453562,R,SL,1.29,-126.759,-0.085,2.188,0.897
2015158510,453562,R,SL,0.82,-131.128,0.31,1.56,0.901
2015164358,453562,R,FF,-6.3,-140.116,-0.586,1.869,0.786
2015164358,453562,R,SI,-7.64,-138.145,1.279,1.732,0.92
2015164358,453562,R,CU,6.43,-121.639,0.615,0.074,0.758
2015164358,453562,R,FF,-6.17,-140.876,-1.016,2.536,0.921
2015164358,453562,R,SL,5.52,-134.103,0.174,3.297,0.901
2015164359,453562,R,FF,-4.85,-140.157,0.993,1.599,0.922
2015164359,453562,R,SL,3.43,-134.685,0.338,2.139,0.901
2015164360,453562,R,FF,-6.91,-139.8,-1.022,1.333,0.866
2015164360,453562,R,FF,-5.28,-139.859,-0.035,2.753,0.915
2015164360,453562,R,SI,-6.88,-140.694,0.291,2.012,0.902
2015164360,453562,R,CU,8.48,-121.779,0.166,2.986,0.685
2015164365,453562,R,FF,-5.85,-137.98,0.65,2.867,0.918
2015164365,453562,R,CU,7.51,-118.87,1.119,1.448,0.869
2015164365,453562,R,FF,-5.58,-139.436,1.65,1.593,0.92
2015164365,453562,R,FF,-5.94,-140.246,0.332,3.123,0.922
2015164365,453562,R,SL,3.11,-133.718,0.949,3.007,0.901
2015164366,453562,R,SI,-6.88,-140.405,1.505,2.569,0.914
2015164366,453562,R,SL,4.97,-127.643,1.644,2.001,0.898
2015164366,453562,R,SI,-7.58,-139.416,0.948,0.88,0.91
2015164366,453562,R,FF,-6.29,-138.45,0.422,2.196,0.881
2015164366,453562,R,FF,-6.03,-140.155,0.964,2.239,0.902
2015164366,453562,R,FF,-5.04,-140.366,0.41,3.112,0.922
2015164367,453562,R,FF,-6.08,-141.758,-1.561,2.906,0.732
2015164367,453562,R,CH,-8.37,-131.982,-0.22,1.338,0.859
2015164367,453562,R,FF,-6.87,-141.342,0.389,1.156,0.92
2015164367,453562,R,CU,6.8,-119.844,-0.26,2.052,0.893
2015164367,453562,R,SL,4.16,-133.434,0.4,2.821,0.902
2015164373,453562,R,SI,-9.19,-137.704,-0.29,1.925,0.908
2015164373,453562,R,SI,-7.6,-138.258,0.167,2.279,0.901
2015164373,453562,R,SL,2.84,-132.745,0.726,2.238,0.901
2015164374,453562,R,SI,-8.56,-138.892,0.185,1.575,0.893
2015164374,453562,R,CU,6.91,-119.796,-0.459,2.48,0.856
2015164374,453562,R,SL,4.31,-134.626,1.588,2.685,0.901
2015164374,453562,R,FF,-5.41,-139.925,2.115,1.746,0.92
2015164374,453562,R,SL,1.51,-135.304,1.168,1.612,0.901
2015164375,453562,R,FF,-5.79,-139.359,1.924,1.479,0.918
2015164375,453562,R,FF,-3.58,-139.68,0.466,2.218,0.917
2015164375,453562,R,FF,-4.56,-139.017,1.999,2.245,0.917
2015164375,453562,R,FF,-6.09,-139.022,-0.743,3.371,0.921
2015164375,453562,R,SL,3.59,-132.312,0.523,2.917,0.901
2015164375,453562,R,FF,-7.28,-139.131,0.491,1.815,0.507
2015164379,453562,R,SI,-7.4,-139.338,-0.65,3.391,0.922
2015164379,453562,R,CU,6.5,-119.526,-0.914,2.663,0.875
2015164379,453562,R,CH,-9.68,-130.577,0.483,-0.387,0.924
2015164379,453562,R,CH,-9.9,-130.744,-1.346,2.536,0.937
2015164379,453562,R,SL,4.33,-132.503,0.831,2.059,0.901
2015164380,453562,R,SI,-6.86,-140.117,-0.47,1.815,0.913
2015164381,453562,R,SI,-7.32,-139.231,-0.219,2.78,0.918
2015164381,453562,R,FF,-5.84,-137.872,0.797,2.631,0.922
2015164381,453562,R,SL,3.69,-134.707,0.662,2.639,0.901
2015164381,453562,R,SL,3.76,-134.361,0.695,2.658,0.901
2015164382,453562,R,FF,-6.41,-139.613,1.824,1.786,0.921
2015164382,453562,R,CU,7.47,-119.99,1.4,0.499,0.887
2015164382,453562,R,SL,3.25,-134.685,0.521,1.853,0.901
2015164387,453562,R,SI,-7.46,-139.182,0.615,2.838,0.9
2015164387,453562,R,CU,8.83,-117.845,-0.263,3.833,0.9
2015164387,453562,R,SL,6.16,-129.328,2.183,2.147,0.9
2015164387,453562,R,SI,-6.27,-139.392,0.51,3.153,0.915
2015164387,453562,R,SI,-6.35,-139.779,0.025,2.261,0.911
2015164388,453562,R,FF,-5.34,-141.601,-0.035,2.545,0.919
2015164388,453562,R,SI,-7.38,-140.547,-0.006,2.246,0.905
2015164388,453562,R,CU,7.12,-120.51,-1.176,2.93,0.894
2015164388,453562,R,SI,-5.6,-132.402,-0.63,2.301,0.678
2015164388,453562,R,CU,10.28,-118.673,-0.399,3.674,0.828
2015164388,453562,R,SL,2.73,-132.109,0.915,2.474,0.901
2015164388,453562,R,SL,4.38,-133.176,0.328,2.436,0.901
2015164389,453562,R,FF,-6.27,-139.279,-0.491,1.518,0.922
2015164389,453562,R,SL,3.2,-135.416,0.077,1.355,0.901
2015164389,453562,R,CH,-7.67,-129.547,-0.241,2.052,0.938
2015164398,453562,R,SI,-7.07,-136.659,-1.01,4.601,0.909
2015164398,453562,R,SI,-7.38,-136.911,0.013,3.309,0.916
2015164399,453562,R,SI,-6.3,-139.156,-1.306,4.276,0.923
2015164399,453562,R,SI,-7.25,-138.092,-1.532,2.522,0.914
2015164399,453562,R,SI,-6.62,-138.422,0.177,3.536,0.917
2015164399,453562,R,SI,-6.57,-136.592,-0.189,2.346,0.565
2015164399,453562,R,SL,2.53,-133.275,0.617,1.791,0.901
2015164399,453562,R,SL,3.86,-131.834,1.105,2.681,0.901
2015164399,453562,R,SL,5.05,-131.98,0.602,2.829,0.901
2015164399,453562,R,SL,4.0,-133.807,0.535,1.396,0.901
2015164399,453562,R,SI,-8.0,-137.501,0.221,2.431,0.901
2015164400,453562,R,CH,-7.44,-130.039,1.129,0.528,0.834
2015164400,453562,R,SI,-6.45,-139.926,-0.38,1.96,0.908
2015164401,453562,R,SI,-8.57,-139.183,0.378,2.603,0.897
2015164401,453562,R,SI,-8.95,-138.521,0.002,0.687,0.888
2015164401,453562,R,SI,-8.12,-139.75,1.165,2.354,0.896
2015164401,453562,R,SI,-6.98,-139.569,1.007,1.778,0.914
2015164401,453562,R,SI,-7.05,-138.18,0.444,1.702,0.921
2015164401,453562,R,SI,-6.86,-139.962,0.25,2.276,0.901
2015164401,453562,R,SL,3.27,-134.06,1.029,1.744,0.901
2015164405,453562,R,SL,3.68,-131.891,0.378,1.957,0.901
2015164405,453562,R,CH,-6.46,-129.664,0.354,1.374,0.85
2015164405,453562,R,SL,3.4,-131.717,0.875,3.691,0.902
2015164405,453562,R,CH,-8.25,-130.26,-0.605,1.605,0.917
2015164405,453562,R,FF,-6.07,-139.269,0.758,1.787,0.923
2015164406,453562,R,CU,6.03,-118.776,0.225,1.269,0.902
2015164407,453562,R,CU,6.97,-116.745,-1.132,2.311,0.904
2015164407,453562,R,SL,4.93,-132.278,1.134,1.475,0.9
2015164407,453562,R,SI,-9.62,-139.007,0.107,2.686,0.905
2015164407,453562,R,CH,-8.77,-128.184,1.325,0.401,0.809
2015164407,453562,R,SL,3.1,-131.514,0.683,2.545,0.901
2015164413,453562,R,SI,-6.87,-138.1,0.227,2.394,0.92
2015164413,453562,R,CU,7.83,-119.919,0.227,0.124,0.842
2015164413,453562,R,SL,3.81,-133.18,0.814,2.256,0.901
2015164413,453562,R,CH,-9.76,-131.043,-0.196,0.292,0.929
2015164413,453562,R,SL,4.16,-132.335,0.45,3.636,0.901
2015164414,453562,R,FF,-4.61,-138.815,-1.073,3.666,0.919
2015164414,453562,R,SI,-6.04,-137.056,1.63,2.555,0.925
2015164414,453562,R,FF,-5.88,-138.483,0.325,2.606,0.676
2015164414,453562,R,SI,-6.56,-139.444,-0.309,1.942,0.912
2015164415,453562,R,FF,-5.78,-138.807,0.167,1.556,0.922
2015164416,453562,R,SL,3.29,-130.854,1.699,2.216,0.901
2015164416,453562,R,SL,2.72,-133.434,0.359,1.595,0.901
2015164416,453562,R,SI,-7.63,-138.386,-0.081,1.741,0.895
2015164416,453562,R,SL,3.59,-133.972,0.031,3.252,0.901
2015164416,453562,R,CH,-8.07,-130.22,-2.31,1.045,0.926
2015164416,453562,R,SL,2.7,-130.987,1.945,2.544,0.901
2015164417,453562,R,SL,3.36,-133.277,0.139,3.101,0.902
2015170797,453562,R,SI,-7.5,-139.862,-0.355,1.727,0.867
2015170797,453562,R,SI,-8.77,-139.897,-0.939,2.62,0.888
2015170798,453562,R,SI,-8.47,-140.304,0.823,0.827,0.897
2015170798,453562,R,SI,-9.1,-139.968,-0.769,3.448,0.921
2015170798,453562,R,SL,3.31,-132.62,1.134,3.427,0.901
2015170798,453562,R,SL,3.97,-134.055,0.443,2.396,0.901
2015170799,453562,R,SL,2.04,-132.91,-0.193,3.095,0.904
2015170799,453562,R,CU,5.63,-118.214,0.424,1.308,0.897
2015170799,453562,R,SL,3.2,-131.044,0.491,1.773,0.901
2015170799,453562,R,FF,-1.49,-138.082,1.456,4.039,0.908
2015170799,453562,R,FF,-6.14,-140.079,-2.589,3.383,0.92
2015170799,453562,R,CU,6.49,-120.436,-0.186,-0.351,0.893
2015170800,453562,R,SL,3.59,-130.23,0.102,2.976,0.901
2015170800,453562,R,CU,6.28,-116.681,0.324,2.363,0.896
2015170804,453562,R,SI,-8.94,-136.379,0.003,2.563,0.907
2015170804,453562,R,SI,-8.3,-137.869,1.345,2.531,0.904
2015170804,453562,R,SL,2.48,-133.911,0.627,2.081,0.901
2015170804,453562,R,SL,3.07,-132.585,1.359,2.225,0.902
2015170805,453562,R,FF,-5.99,-140.044,-0.174,2.517,0.916
2015170806,453562,R,SI,-8.4,-139.527,-0.261,4.27,0.903
2015170806,453562,R,SL,4.06,-126.893,0.43,1.6,0.899
2015170806,453562,R,CU,6.94,-116.789,-0.992,3.845,0.903
2015170806,453562,R,SI,-7.65,-138.866,1.231,2.34,0.917
2015170806,453562,R,SI,-8.39,-138.582,-0.063,1.592,0.894
2015170806,453562,R,SL,2.55,-132.986,1.511,0.737,0.901
2015170812,453562,R,FF,-8.02,-136.508,0.41,2.525,0.714
2015170813,453562,R,FF,-7.44,-132.537,-0.411,2.039,0.915
2015170813,453562,R,SI,-8.13,-137.005,-1.339,3.073,0.899
2015170813,453562,R,CU,5.48,-117.323,0.827,0.17,0.903
2015170814,453562,R,SI,-8.42,-137.629,-0.195,0.929,0.902
2015170814,453562,R,SL,3.8,-131.976,0.985,2.566,0.901
2015170814,453562,R,CH,-8.4,-129.759,-0.548,2.475,0.937
2015170820,453562,R,FF,-6.61,-137.002,-0.468,4.654,0.92
2015170820,453562,R,SL,0.19,-129.649,-0.585,3.187,0.902
2015170820,453562,R,CH,-8.52,-130.054,-1.084,1.521,0.928
2015170820,453562,R,SL,3.11,-131.651,0.293,2.899,0.901
2015170820,453562,R,SI,-8.01,-138.835,0.206,2.614,0.921
2015170821,453562,R,CH,-10.51,-129.987,-0.123,2.039,0.939
2015170821,453562,R,SL,1.12,-132.789,1.333,2.204,0.902
2015170822,453562,R,FF,-7.78,-139.015,-0.346,3.388,0.92
2015170822,453562,R,FF,-7.34,-138.27,0.526,2.5,0.922
2015170822,453562,R,CU,5.32,-118.732,1.128,0.266,0.899
2015170822,453562,R,SL,3.21,-132.175,1.19,0.439,0.901
2015170822,453562,R,SI,-7.71,-137.881,0.209,2.94,0.917
2015170826,453562,R,SI,-9.58,-137.45,-0.315,2.937,0.906
2015170826,453562,R,CU,6.33,-119.013,0.15,3.729,0.894
2015170826,453562,R,SI,-10.4,-137.586,0.058,2.236,0.901
2015170826,453562,R,SI,-8.97,-139.32,-0.719,2.787,0.914
2015170827,453562,R,SI,-8.49,-139.151,-0.349,2.94,0.911
2015170827,453562,R,SL,4.76,-125.62,1.079,2.974,0.897
2015170828,453562,R,SL,4.83,-128.046,0.897,1.35,0.899
2015170828,453562,R,SL,1.9,-133.906,0.243,1.991,0.901
2015170829,453562,R,FF,-6.94,-137.632,1.233,1.776,0.92
2015170829,453562,R,SL,2.72,-133.96,0.209,1.659,0.901
2015170829,453562,R,FF,-6.57,-137.901,-0.922,3.39,0.914
2015170829,453562,R,SL,2.4,-133.314,0.469,1.481,0.901
